SID,entry,evaluation,replacement
65d6a09286a0c99e632a46dd,medical,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,conditions,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,cancer,FOUND,cancer
65d6a09286a0c99e632a46dd,IDs,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,autism,FOUND,autism
65d6a09286a0c99e632a46dd,blindness,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,def,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,you can be,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,all medical,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,conditions,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,anorexia,REPLACE,anemia
65d6a09286a0c99e632a46dd,80hd,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,add,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,alcoholism,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,medical,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,conditions,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,America,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,diabetes,FOUND,diabetes
65d6a09286a0c99e632a46dd,arthritis,FOUND,arthritis
65d6a09286a0c99e632a46dd,infertility,FOUND,infertility
65d6a09286a0c99e632a46dd,you could have,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,epilepsy,FOUND,epilepsy
65c25cf77dca9d7ca7d9ebdb,Asheville,EXCLUDE,EXCLUDE
65c25cf77dca9d7ca7d9ebdb,Arthritis,REPLACE,arthritis
65c25cf77dca9d7ca7d9ebdb,a,EXCLUDE,EXCLUDE
65c25cf77dca9d7ca7d9ebdb,bikini,EXCLUDE,EXCLUDE
65c25cf77dca9d7ca7d9ebdb,osteoporosis,FOUND,osteoporosis
65c25cf77dca9d7ca7d9ebdb,tachycardia,EXCLUDE,EXCLUDE
65c25cf77dca9d7ca7d9ebdb,high blood pressure,EXCLUDE,EXCLUDE
65c25cf77dca9d7ca7d9ebdb,diabetes,FOUND,diabetes
65c25cf77dca9d7ca7d9ebdb,hernia,EXCLUDE,EXCLUDE
