SID,entry,evaluation,replacement
65d6a09286a0c99e632a46dd,alright,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,flute,FOUND,flute
65d6a09286a0c99e632a46dd,saxophone,FOUND,saxophone
65d6a09286a0c99e632a46dd,guitar,FOUND,guitar
65d6a09286a0c99e632a46dd,piano,FOUND,piano
65d6a09286a0c99e632a46dd,trombone,FOUND,trombone
65d6a09286a0c99e632a46dd,alto sax,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,clarinet,FOUND,clarinet
65d6a09286a0c99e632a46dd,drums,REPLACE,drum
65d6a09286a0c99e632a46dd,xylophone,FOUND,xylophone
65d6a09286a0c99e632a46dd,Berlin,REPLACE,ukelin
65d6a09286a0c99e632a46dd,viola,FOUND,viola
65d6a09286a0c99e632a46dd,Bells,REPLACE,zills
65d6a09286a0c99e632a46dd,a vase,REPLACE,rav vast
65d6a09286a0c99e632a46dd,a,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,recorder,FOUND,recorder
65d6a09286a0c99e632a46dd,Thursday,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,accordion,FOUND,accordion
65d6a09286a0c99e632a46dd,tambourine,FOUND,tambourine
65d6a09286a0c99e632a46dd,trumpet,FOUND,trumpet
65d6a09286a0c99e632a46dd,symbol,REPLACE,tsymbaly
65d6a09286a0c99e632a46dd,how about,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,I get,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,Scooby,REPLACE,scooby
65d6a09286a0c99e632a46dd,musical,REPLACE,musical saw
65d6a09286a0c99e632a46dd,instrument,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,a,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,banjo,FOUND,banjo
65d6a09286a0c99e632a46dd,tuba,FOUND,tuba
63ea4ab1ce4168cbe9f63775,acoustic,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,guitar,FOUND,guitar
63ea4ab1ce4168cbe9f63775,electric,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,guitar,FOUND,guitar
63ea4ab1ce4168cbe9f63775,piano,FOUND,piano
63ea4ab1ce4168cbe9f63775,electric,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,keyboard,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,harp,FOUND,harp
63ea4ab1ce4168cbe9f63775,shallow,REPLACE,sho
63ea4ab1ce4168cbe9f63775,violin,FOUND,violin
63ea4ab1ce4168cbe9f63775,harpsichord,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,bass,REPLACE,bassoon
63ea4ab1ce4168cbe9f63775,guitar,FOUND,guitar
63ea4ab1ce4168cbe9f63775,drums,REPLACE,drum
63ea4ab1ce4168cbe9f63775,trumpet,FOUND,trumpet
63ea4ab1ce4168cbe9f63775,trombone,FOUND,trombone
63ea4ab1ce4168cbe9f63775,tuba,FOUND,tuba
63ea4ab1ce4168cbe9f63775,tenor,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,saxophone,FOUND,saxophone
63ea4ab1ce4168cbe9f63775,alto,REPLACE,algoza
63ea4ab1ce4168cbe9f63775,saxophone,FOUND,saxophone
63ea4ab1ce4168cbe9f63775,flute,FOUND,flute
63ea4ab1ce4168cbe9f63775,Piccolo,REPLACE,piccolo
63ea4ab1ce4168cbe9f63775,clarinet,FOUND,clarinet
63ea4ab1ce4168cbe9f63775,synthesizer,FOUND,synthesizer
63ea4ab1ce4168cbe9f63775,xylophone,FOUND,xylophone
63ea4ab1ce4168cbe9f63775,triangle,FOUND,triangle
63ea4ab1ce4168cbe9f63775,timpani,FOUND,timpani
63ea4ab1ce4168cbe9f63775,drum,FOUND,drum
