SID,entry,timepoint,evaluation,replacement
63e802622f8052bd67d6c5f0,Apple,0.5,REPLACE,apple
63e802622f8052bd67d6c5f0,orange,2.4,FOUND,orange
63e802622f8052bd67d6c5f0,pear,2.8,FOUND,pear
63e802622f8052bd67d6c5f0,grape,4.1,FOUND,grape
63e802622f8052bd67d6c5f0,blueberry,9.0,FOUND,blueberry
63e802622f8052bd67d6c5f0,raspberry,9.7,FOUND,raspberry
63e802622f8052bd67d6c5f0,strawberry,10.4,FOUND,strawberry
63e802622f8052bd67d6c5f0,BlackBerry,12.6,REPLACE,blackberry
63e802622f8052bd67d6c5f0,banana,15.3,FOUND,banana
63e802622f8052bd67d6c5f0,mango,17.9,FOUND,mango
63e802622f8052bd67d6c5f0,dragon,18.7,REPLACE,durian
63e802622f8052bd67d6c5f0,fruit,20.1,REPLACE,starfruit
63e802622f8052bd67d6c5f0,cantaloupe,35.6,FOUND,cantaloupe
63e802622f8052bd67d6c5f0,honeydew,38.5,FOUND,honeydew
63e802622f8052bd67d6c5f0,watermelon,41.4,FOUND,watermelon
63e802622f8052bd67d6c5f0,plum,65.9,FOUND,plum
63e802622f8052bd67d6c5f0,kiwi,91.0,FOUND,kiwi
6081806ab383aa89f6c61940,apples,2.9,REPLACE,apple
6081806ab383aa89f6c61940,mangoes,3.8,REPLACE,mango
6081806ab383aa89f6c61940,pineapple,4.8,FOUND,pineapple
6081806ab383aa89f6c61940,strawberries,6.9,REPLACE,strawberry
6081806ab383aa89f6c61940,blackberries,8.0,REPLACE,blackberry
6081806ab383aa89f6c61940,raspberries,8.3,REPLACE,raspberry
6081806ab383aa89f6c61940,blueberries,9.8,REPLACE,blueberry
6081806ab383aa89f6c61940,boysenberries,10.3,REPLACE,boysenberry
6081806ab383aa89f6c61940,cantaloupe,17.0,FOUND,cantaloupe
6081806ab383aa89f6c61940,kiwi,17.8,FOUND,kiwi
6081806ab383aa89f6c61940,cherries,22.5,REPLACE,cherry
6081806ab383aa89f6c61940,lemons,23.5,REPLACE,lemon
6081806ab383aa89f6c61940,limes,24.8,REPLACE,lime
6081806ab383aa89f6c61940,oranges,25.8,REPLACE,orange
6081806ab383aa89f6c61940,grapes,27.1,REPLACE,grape
6081806ab383aa89f6c61940,Plum,30.5,REPLACE,plum
6081806ab383aa89f6c61940,Peach,31.1,REPLACE,peach
6081806ab383aa89f6c61940,nectarine,32.1,FOUND,nectarine
6081806ab383aa89f6c61940,coconut,35.6,FOUND,coconut
6081806ab383aa89f6c61940,banana,39.3,FOUND,banana
6081806ab383aa89f6c61940,dates,48.0,REPLACE,date
6081806ab383aa89f6c61940,figs,48.8,REPLACE,fig
6081806ab383aa89f6c61940,watermelon,51.7,FOUND,watermelon
6081806ab383aa89f6c61940,grapefruit,59.6,FOUND,grapefruit
6081806ab383aa89f6c61940,dragon,74.8,REPLACE,durian
6081806ab383aa89f6c61940,fruit,75.5,REPLACE,starfruit
6081806ab383aa89f6c61940,passion,77.8,EXCLUDE,EXCLUDE
6081806ab383aa89f6c61940,fruit,78.5,REPLACE,starfruit
6081806ab383aa89f6c61940,Clementine,81.2,REPLACE,clementine
6081806ab383aa89f6c61940,pomegranate,88.5,FOUND,pomegranate
6081806ab383aa89f6c61940,pair,105.9,REPLACE,pear
601f6a2231a2904b79df1671,Apple,2.2,REPLACE,apple
601f6a2231a2904b79df1671,orange,3.0,FOUND,orange
601f6a2231a2904b79df1671,banana,4.1,FOUND,banana
601f6a2231a2904b79df1671,crepe,7.0,EXCLUDE,EXCLUDE
601f6a2231a2904b79df1671,tomato,9.4,EXCLUDE,EXCLUDE
601f6a2231a2904b79df1671,grapefruit,17.4,FOUND,grapefruit
601f6a2231a2904b79df1671,kiwi,21.9,FOUND,kiwi
601f6a2231a2904b79df1671,litchi,24.2,EXCLUDE,EXCLUDE
601f6a2231a2904b79df1671,are,30.9,EXCLUDE,EXCLUDE
601f6a2231a2904b79df1671,raspberry,35.2,FOUND,raspberry
601f6a2231a2904b79df1671,strawberry,36.5,FOUND,strawberry
601f6a2231a2904b79df1671,blackberry,37.0,FOUND,blackberry
601f6a2231a2904b79df1671,blueberry,38.6,FOUND,blueberry
601f6a2231a2904b79df1671,a,41.5,EXCLUDE,EXCLUDE
601f6a2231a2904b79df1671,guava,42.5,FOUND,guava
601f6a2231a2904b79df1671,Berry,42.8,REPLACE,cherry
601f6a2231a2904b79df1671,tangerine,60.1,FOUND,tangerine
601f6a2231a2904b79df1671,dragon,74.8,REPLACE,durian
601f6a2231a2904b79df1671,fruit,75.5,REPLACE,starfruit
601f6a2231a2904b79df1671,watermelon,98.0,FOUND,watermelon
601f6a2231a2904b79df1671,cantaloupe,99.2,FOUND,cantaloupe
601f6a2231a2904b79df1671,Sherry,105.8,REPLACE,cherry
654108d38225e168af4b1fa0,Apple,1.1,REPLACE,apple
654108d38225e168af4b1fa0,orange,1.9,FOUND,orange
654108d38225e168af4b1fa0,banana,3.2,FOUND,banana
654108d38225e168af4b1fa0,great,6.2,REPLACE,grape
654108d38225e168af4b1fa0,tangerine,11.2,FOUND,tangerine
654108d38225e168af4b1fa0,grapefruit,13.6,FOUND,grapefruit
654108d38225e168af4b1fa0,dragon,15.5,REPLACE,durian
654108d38225e168af4b1fa0,fruit,16.3,REPLACE,starfruit
654108d38225e168af4b1fa0,Peach,23.2,REPLACE,peach
654108d38225e168af4b1fa0,mango,25.0,FOUND,mango
654108d38225e168af4b1fa0,durian,30.7,FOUND,durian
654108d38225e168af4b1fa0,pair,39.1,REPLACE,pear
654108d38225e168af4b1fa0,monk,59.0,REPLACE,lemon
654108d38225e168af4b1fa0,fruit,59.6,REPLACE,starfruit
654108d38225e168af4b1fa0,lemon,66.9,FOUND,lemon
654108d38225e168af4b1fa0,lime,68.9,FOUND,lime
654108d38225e168af4b1fa0,passion,79.9,EXCLUDE,EXCLUDE
654108d38225e168af4b1fa0,fruit,80.7,REPLACE,starfruit
654108d38225e168af4b1fa0,blueberry,84.3,FOUND,blueberry
654108d38225e168af4b1fa0,raspberry,86.3,FOUND,raspberry
654108d38225e168af4b1fa0,strawberry,88.4,FOUND,strawberry
654108d38225e168af4b1fa0,BlackBerry,91.1,REPLACE,blackberry
654108d38225e168af4b1fa0,cherry,95.3,FOUND,cherry
61363ce02e6022a741d63a6e,apples,1.8,REPLACE,apple
61363ce02e6022a741d63a6e,pears,2.8,REPLACE,pear
61363ce02e6022a741d63a6e,peaches,4.2,REPLACE,peach
61363ce02e6022a741d63a6e,banana,6.2,FOUND,banana
61363ce02e6022a741d63a6e,avocado,9.1,FOUND,avocado
61363ce02e6022a741d63a6e,tomato,10.2,EXCLUDE,EXCLUDE
61363ce02e6022a741d63a6e,grapes,20.0,REPLACE,grape
61363ce02e6022a741d63a6e,cherries,20.9,REPLACE,cherry
61363ce02e6022a741d63a6e,grapefruit,23.8,FOUND,grapefruit
61363ce02e6022a741d63a6e,orange,24.8,FOUND,orange
61363ce02e6022a741d63a6e,lemon,25.7,FOUND,lemon
61363ce02e6022a741d63a6e,star,28.4,EXCLUDE,EXCLUDE
61363ce02e6022a741d63a6e,fruit,29.0,REPLACE,starfruit
61363ce02e6022a741d63a6e,dragon,29.4,REPLACE,durian
61363ce02e6022a741d63a6e,fruit,29.9,REPLACE,starfruit
61363ce02e6022a741d63a6e,pineapple,36.5,FOUND,pineapple
61363ce02e6022a741d63a6e,olives,40.2,REPLACE,olive
61363ce02e6022a741d63a6e,Alex,50.3,EXCLUDE,EXCLUDE
