Key_mic.keys,Key_mic.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,Key_consent1.keys,Key_consent1.rt,Key_consent2.keys,Key_consent2.rt,Ky_consent3.keys,Ky_consent3.rt,Key_ins1.keys,Key_ins1.rt,Key_ins2.keys,Key_ins2.rt,Key_ins3.keys,Key_ins3.rt,Key_ins4.keys,Key_ins4.rt,Key_ins5.keys,Key_ins5.rt,Mic_catpractice.clip,Key_ins6.keys,Key_ins6.rt,Key_ins7.keys,Key_ins7.rt,Mic_cattestresgis.clip,Key_ins9.keys,Key_ins9.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,items,Key_ins10.keys,Key_ins10.rt
space,3.2671,5e8a76b3939b3072dc76fb5c,65f67b9d898cddd4520bcefe,2024-03-17_01h12.50.584,semantic_fluency_fullB,2023.1.2,Win32,59.88023952,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5e8a76b3939b3072dc76fb5c,65f67b9d898cddd4520bcefe,2024-03-17_01h12.50.584,semantic_fluency_fullB,2023.1.2,Win32,59.88023952,65f3d2e8670f1e0d96344c7d,space,2.3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5e8a76b3939b3072dc76fb5c,65f67b9d898cddd4520bcefe,2024-03-17_01h12.50.584,semantic_fluency_fullB,2023.1.2,Win32,59.88023952,65f3d2e8670f1e0d96344c7d,,,space,1.7355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5e8a76b3939b3072dc76fb5c,65f67b9d898cddd4520bcefe,2024-03-17_01h12.50.584,semantic_fluency_fullB,2023.1.2,Win32,59.88023952,65f3d2e8670f1e0d96344c7d,,,,,y,5.6353,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5e8a76b3939b3072dc76fb5c,65f67b9d898cddd4520bcefe,2024-03-17_01h12.50.584,semantic_fluency_fullB,2023.1.2,Win32,59.88023952,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5e8a76b3939b3072dc76fb5c,65f67b9d898cddd4520bcefe,2024-03-17_01h12.50.584,semantic_fluency_fullB,2023.1.2,Win32,59.88023952,65f3d2e8670f1e0d96344c7d,,,,,,,space,2.6034,,,,,,,,,,,,,,,,,,,,,,,,
,,5e8a76b3939b3072dc76fb5c,65f67b9d898cddd4520bcefe,2024-03-17_01h12.50.584,semantic_fluency_fullB,2023.1.2,Win32,59.88023952,65f3d2e8670f1e0d96344c7d,,,,,,,,,space,7.9098,,,,,,,,,,,,,,,,,,,,,,
,,5e8a76b3939b3072dc76fb5c,65f67b9d898cddd4520bcefe,2024-03-17_01h12.50.584,semantic_fluency_fullB,2023.1.2,Win32,59.88023952,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,space,7.2618,,,,,,,,,,,,,,,,,,,,
,,5e8a76b3939b3072dc76fb5c,65f67b9d898cddd4520bcefe,2024-03-17_01h12.50.584,semantic_fluency_fullB,2023.1.2,Win32,59.88023952,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,space,7.9567,,,,,,,,,,,,,,,,,,
,,5e8a76b3939b3072dc76fb5c,65f67b9d898cddd4520bcefe,2024-03-17_01h12.50.584,semantic_fluency_fullB,2023.1.2,Win32,59.88023952,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,,,space,4.9899,,,,,,,,,,,,,,,,
