subj_id	Word	Start_time	End_time	Confidence
5d7ff4aa50fda7001a863736	painting	1.4	2.9	0.8070737719535828
5d7ff4aa50fda7001a863736	drawing	4.0	5.0	0.9498602151870728
5d7ff4aa50fda7001a863736	reading	5.0	5.8	0.9498602151870728
5d7ff4aa50fda7001a863736	video games	5.8	8.1	0.9498602151870728
5d7ff4aa50fda7001a863736	I'm	9.3	9.9	0.931851327419281
5d7ff4aa50fda7001a863736	hiking	9.9	10.7	0.931851327419281
5d7ff4aa50fda7001a863736	dancing	10.7	12.2	0.931851327419281
5d7ff4aa50fda7001a863736	skating	13.4	14.4	0.9834681153297424
5d7ff4aa50fda7001a863736	roller skating	14.4	15.2	0.9834681153297424
5d7ff4aa50fda7001a863736	skateboarding	15.2	16.2	0.9834681153297424
5d7ff4aa50fda7001a863736	running	19.9	20.9	1.0
5d7ff4aa50fda7001a863736	cooking	25.9	27.1	0.9565531015396118
5d7ff4aa50fda7001a863736	baking	27.1	28.0	0.9565531015396118
5d7ff4aa50fda7001a863736	playing an instrument 	31.1	34.1	0.9417767524719238
5d7ff4aa50fda7001a863736	basketball	37.8	38.7	0.952355682849884
5d7ff4aa50fda7001a863736	soccer	38.7	39.4	0.952355682849884
5d7ff4aa50fda7001a863736	football	39.4	40.8	0.952355682849884
5d7ff4aa50fda7001a863736	volleyball	43.7	44.7	0.9673454165458679
5d7ff4aa50fda7001a863736	fishing	51.3	54.0	0.9282148480415344
5d7ff4aa50fda7001a863736	swimming	62.0	63.5	0.6403166055679321
5d7ff4aa50fda7001a863736	surfing	63.5	64.5	0.6403166055679321
5d7ff4aa50fda7001a863736	writing	69.0	70.9	0.8294482827186584
5d7ff4aa50fda7001a863736	cycling	74.3	76.0	0.9907681345939636
5d7ff4aa50fda7001a863736	singing	82.6	83.7	0.9876290559768677
5d7ff4aa50fda7001a863736	watching TV	86.2	87.2	0.9805359840393066
5d7ff4aa50fda7001a863736	journaling	88.8	90.0	0.8872231841087341
5d7ff4aa50fda7001a863736	gardening	91.8	92.9	1.0
5d7ff4aa50fda7001a863736	hunting	104.1	105.4	0.7981133460998535
5d7ff4aa50fda7001a863736	martial arts	110.2	112.3	0.9502652287483215
5d7ff4aa50fda7001a863736	sewing	115.0	116.3	0.7375808358192444
5d7ff4aa50fda7001a863736	knitting	116.3	117.0	0.7375808358192444
5d7ff4aa50fda7001a863736	crocheting	118.3	119.1	1.0
65e358d9c5e3ee026268b2a7	volleyball	5.5	7.0	0.9194546341896057
65e358d9c5e3ee026268b2a7	basketball	7.0	7.3	0.9194546341896057
65e358d9c5e3ee026268b2a7	football	7.3	8.3	0.9194546341896057
65e358d9c5e3ee026268b2a7	tennis	8.3	9.1	0.9194546341896057
65e358d9c5e3ee026268b2a7	baseball	9.1	10.1	0.9194546341896057
65e358d9c5e3ee026268b2a7	rugby	10.1	11.5	0.9194546341896057
65e358d9c5e3ee026268b2a7	track and field	11.5	12.8	0.9194546341896057
65e358d9c5e3ee026268b2a7	cross-country	12.8	14.8	0.9194546341896057
65e358d9c5e3ee026268b2a7	ballet	14.8	17.0	0.9194546341896057
65e358d9c5e3ee026268b2a7	gymnastics	20.7	22.0	0.9875884652137756
65e358d9c5e3ee026268b2a7	reading-writing	24.9	27.8	0.8542007207870483
65e358d9c5e3ee026268b2a7	hiking	27.8	30.8	0.8542007207870483
65e358d9c5e3ee026268b2a7	meditating	32.5	33.5	0.9876290559768677
65e358d9c5e3ee026268b2a7	yoga	33.5	33.9	0.9876290559768677
65e358d9c5e3ee026268b2a7	exercise	37.4	38.3	0.911767840385437
65e358d9c5e3ee026268b2a7	gym	38.9	39.0	0.911767840385437
65e358d9c5e3ee026268b2a7	powerlifting	39.0	40.4	0.911767840385437
65e358d9c5e3ee026268b2a7	strength training	40.4	41.2	0.911767840385437
65e358d9c5e3ee026268b2a7	cardio	41.2	41.8	0.911767840385437
65e358d9c5e3ee026268b2a7	swimming	44.6	45.3	0.9842404127120972
65e358d9c5e3ee026268b2a7	knitting	49.2	49.9	0.8940034508705139
65e358d9c5e3ee026268b2a7	crocheting	51.0	52.1	0.8940034508705139
65e358d9c5e3ee026268b2a7	bicycling	57.6	58.5	0.9104627966880798
65e358d9c5e3ee026268b2a7	bicycling on roadways	58.5	60.4	0.9104627966880798
65e358d9c5e3ee026268b2a7	mountain biking	60.5	61.6	0.9104627966880798
65e358d9c5e3ee026268b2a7	sleeping	63.1	64.9	0.9724047780036926
65e358d9c5e3ee026268b2a7	being an entrepreneur	69.2	70.2	0.9768585562705994
65e358d9c5e3ee026268b2a7	having a business	70.2	72.0	0.9768585562705994
65e358d9c5e3ee026268b2a7	vacationing	76.2	77.2	0.8256925940513611
65e358d9c5e3ee026268b2a7	building model train sets	80.0	83.2	0.9661779999732971
65e358d9c5e3ee026268b2a7	building Lego sets	83.2	85.2	0.9662459492683411
65e358d9c5e3ee026268b2a7	collecting things	85.2	86.7	0.9662459492683411
65e358d9c5e3ee026268b2a7	Rock collections	86.7	89.1	0.9662459492683411
65e358d9c5e3ee026268b2a7	volunteering at animal shelters	92.5	95.8	0.9693313241004944
65e358d9c5e3ee026268b2a7	volunteering at homeless shelters	95.8	99.1	0.9693313241004944
65e358d9c5e3ee026268b2a7	taking online surveys	105.4	108.0	0.9719883799552917
65e358d9c5e3ee026268b2a7	playing online games	109.7	111.0	0.9763823747634888
65e358d9c5e3ee026268b2a7	video games	111.0	111.9	0.9763823747634888
65e358d9c5e3ee026268b2a7	PC games	111.9	113.3	0.9763823747634888
60d731567049e5132e3cc4d4	knitting	1.4	2.4	0.9303180575370789
60d731567049e5132e3cc4d4	and	2.4	2.8	0.9303180575370789
60d731567049e5132e3cc4d4	crocheting	2.8	3.8	0.9303180575370789
60d731567049e5132e3cc4d4	embroidering	3.8	5.3	0.9303180575370789
60d731567049e5132e3cc4d4	sewing	5.3	6.7	0.9303180575370789
60d731567049e5132e3cc4d4	running	6.7	8.3	0.9303180575370789
60d731567049e5132e3cc4d4	hiking	8.3	9.9	0.9303180575370789
60d731567049e5132e3cc4d4	fishing	11.0	11.9	0.9362353086471558
60d731567049e5132e3cc4d4	camping	11.9	14.2	0.9362353086471558
60d731567049e5132e3cc4d4	canoeing	14.2	15.3	0.9362353086471558
60d731567049e5132e3cc4d4	kayaking	15.3	17.9	0.9362353086471558
60d731567049e5132e3cc4d4	basketball	19.8	21.0	0.9463363289833069
60d731567049e5132e3cc4d4	volleyball	21.0	21.7	0.9463363289833069
60d731567049e5132e3cc4d4	baseball	21.7	24.1	0.9463363289833069
60d731567049e5132e3cc4d4	softball	24.1	25.3	0.9463363289833069
60d731567049e5132e3cc4d4	football	25.3	27.6	0.9463363289833069
60d731567049e5132e3cc4d4	soccer	27.6	29.0	0.9463363289833069
60d731567049e5132e3cc4d4	kickball	31.5	32.6	0.9159719347953796
60d731567049e5132e3cc4d4	badminton	32.6	33.9	0.9159719347953796
60d731567049e5132e3cc4d4	tennis	33.9	35.5	0.9159719347953796
60d731567049e5132e3cc4d4	writing	37.9	38.9	0.9725089073181152
60d731567049e5132e3cc4d4	reading	38.9	39.9	0.9725089073181152
60d731567049e5132e3cc4d4	cooking	39.9	41.6	0.9725089073181152
