subj_id	Word	Start_time	End_time	Confidence
65d6a09286a0c99e632a46dd	water	3.9	4.7	0.9722868800163269
65d6a09286a0c99e632a46dd	soda	5.9	6.8	0.9155447483062744
65d6a09286a0c99e632a46dd	Gatorade	8.6	9.7	0.9559134244918823
65d6a09286a0c99e632a46dd	tea	10.8	11.4	0.5140109658241272
65d6a09286a0c99e632a46dd	windshield wiper fluid	14.8	17.7	0.9699476361274719
65d6a09286a0c99e632a46dd	saliva	27.8	28.8	0.9563403725624084
65d6a09286a0c99e632a46dd	car oil	35.8	36.5	0.9723537564277649
65d6a09286a0c99e632a46dd	blood	44.9	45.8	1.0
65d6a09286a0c99e632a46dd	Sweat	47.0	48.0	0.9583115577697754
65d6a09286a0c99e632a46dd	tears	48.0	49.2	0.9583115577697754
65d6a09286a0c99e632a46dd	alcohol	58.1	59.1	0.9209645986557007
65d6a09286a0c99e632a46dd	Mercury	63.6	65.5	0.9565922021865845
65d6a09286a0c99e632a46dd	hot glue	93.6	94.4	0.7087610363960266
65d6a09286a0c99e632a46dd	water	108.3	108.7	0.8143088221549988
65d6a09286a0c99e632a46dd	beer	113.7	114.5	0.8700733184814453
65c25cf77dca9d7ca7d9ebdb	water	3.5	4.3	0.9779157638549805
65c25cf77dca9d7ca7d9ebdb	Mercury	4.3	5.3	0.9779157638549805
65c25cf77dca9d7ca7d9ebdb	bleach	8.0	9.9	0.6038902997970581
65c25cf77dca9d7ca7d9ebdb	Gatorade	11.3	13.4	0.8930947780609131
65c25cf77dca9d7ca7d9ebdb	Powerade	13.4	13.9	0.8930947780609131
65c25cf77dca9d7ca7d9ebdb	tea	14.3	14.9	1.0
65c25cf77dca9d7ca7d9ebdb	coffee	15.4	16.3	0.8930947780609131
65c25cf77dca9d7ca7d9ebdb	milk	18.2	18.9	0.9676582217216492
65c25cf77dca9d7ca7d9ebdb	juice	21.8	22.5	0.2977944016456604
65c25cf77dca9d7ca7d9ebdb	window cleaner	27.7	29.0	0.9731945991516113
65c25cf77dca9d7ca7d9ebdb	oil	36.0	36.8	0.5744219422340393
65c25cf77dca9d7ca7d9ebdb	avocado oil	45.1	46.2	0.7853581309318542
65c25cf77dca9d7ca7d9ebdb	olive oil	47.6	48.6	0.7817402482032776
65c25cf77dca9d7ca7d9ebdb	canola oil	48.7	50.4	0.7817402482032776
65c25cf77dca9d7ca7d9ebdb	liquid nitrogen	60.2	61.4	0.7759026885032654
65c25cf77dca9d7ca7d9ebdb	soup	77.3	78.3	1.0
65c25cf77dca9d7ca7d9ebdb	laundry detergent	90.9	92.0	0.9787862300872803
65c25cf77dca9d7ca7d9ebdb	softener	95.3	96.2	0.4263880550861359
65c25cf77dca9d7ca7d9ebdb	soda	102.4	103.3	0.684432864189148
65c25cf77dca9d7ca7d9ebdb	beer	105.6	106.1	0.4220646917819977
65c25cf77dca9d7ca7d9ebdb	wine	107.5	108.3	0.6733213067054749
65c25cf77dca9d7ca7d9ebdb	vodka	110.7	111.7	0.786043107509613
65c25cf77dca9d7ca7d9ebdb	whiskey	111.8	112.4	0.786043107509613
65c25cf77dca9d7ca7d9ebdb	bourbon	113.7	114.5	0.4322126507759094
65cc19b4b3d48a22dfc6756d	water	2.7	3.5	0.9729072451591492
