Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items
5885f97f41da4500014d3645,0.27656560449005535,0.21870498348607617,7.149184312671519,1.3401015732590795,18
5d7ff4aa50fda7001a863736,0.2584632542436961,0.0923153661472655,7.1664861436050105,1.1015276736006492,10
5f1f3581b5cf3e103cc545c9,0.4458667671626335,0.1618589000079155,7.345249084182874,1.432243841870884,3
5f5aa60bef062519ff711fe6,0.2565200583766962,0.10853942678316984,7.091591555243751,1.164808066909464,14
6001487015e5f62961639e7d,0.28028485779788004,0.0750217919481546,6.767766136638214,1.229403618130602,14
600f9342e7bc5518fa9ca92a,0.2789807672292789,0.15467223159148039,7.762666057564154,0.7141304113105817,6
601f6a2231a2904b79df1671,0.4276896193118941,0.2634725108061606,7.148117023525577,0.8485510697406939,22
6073e0d481953bbd2cd61145,0.22670768000435185,0.06125023563408469,7.057690653966086,0.985197670014842,11
6081806ab383aa89f6c61940,0.3750149496013033,0.2923521017134505,7.1776536500969454,0.9435285423460607,25
60a48adfe091e410f4eaba34,0.27201188474711935,0.08830248596112684,7.217681654740446,0.8176910609226772,12
60d731567049e5132e3cc4d4,0.288784304716843,0.08627119183661698,6.799444321138402,1.2384256426659273,21
610c59ee34cc312d7ca55e45,0.27148173910606954,0.09601957792859742,7.105671194329604,1.1817870039706249,10
61363ce02e6022a741d63a6e,0.38536037445655996,0.2933601104266077,6.651764836045598,1.300203670141386,19
629e241d171ec6698e05f149,0.3884623313447773,0.2705261374090488,7.14540243677485,1.2456335633178628,32
63619eb02e5bd8f4f7bd138a,0.2353040095401138,0.10626442283815485,7.250162935879511,0.8117195293487406,13
63e802622f8052bd67d6c5f0,0.2719185067999941,0.06654873620496,7.73218941685379,0.7005134462780213,5
63ea4ab1ce4168cbe9f63775,0.2739834890421167,0.11376053624333127,6.7892598934073165,1.1853398987367727,21
654108d38225e168af4b1fa0,0.30106135677006485,0.12948615002360356,7.264113725481264,0.9291722120738309,8
6554de7d91c1b1bf51104fda,0.32615281476473046,0.20204734207463274,7.048727057312317,0.8328807769606535,17
656e3caa43f1f7f0615252ff,0.31808889936886847,0.22276243417475028,6.857776819410325,1.3186381942746903,18
6596a5cad60ef105b6c18897,0.40268665578744567,0.24983191716023928,7.234504314459686,0.8362627901878689,18
65b15afd94153c1f50c92493,0.3443067359038761,0.12949442928716406,6.965152428519591,1.1007355957513278,12
65c25cf77dca9d7ca7d9ebdb,0.32623211821078996,0.08689824926809933,7.225833328977771,0.9140799609010927,15
65cb63e160bb47fbf9349269,0.3464209965698874,0.1460422139904057,7.3587271921787885,1.3682449027224264,13
65cc19b4b3d48a22dfc6756d,0.29730474558673237,0.09441237287343537,7.0922282429928485,1.0004740466833122,10
65d54b3b524fcafb543d1b23,0.4307173801151675,0.2980935876180771,6.738659781220809,1.549254089372268,13
65d6a09286a0c99e632a46dd,0.35025251929429163,0.20275508872897496,7.576682126661321,0.9028357441991391,15
65e1f75ab3efd22e847cfbf0,0.4007048324197536,0.28893535899562534,6.883748504133353,0.9809458969240227,13
65e358d9c5e3ee026268b2a7,0.4258281557906186,0.23312101861513534,7.034555255236399,1.1790631263482165,30
65e862f844f1b7a803bb3c5a,0.3585269224159955,0.14667542402637807,7.192830885071077,0.7791956874996112,15
