Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items
5885f97f41da4500014d3645,0.42567210962059004,0.21231963540208074,6.218870761388439,1.1204259590972168,5
5d7ff4aa50fda7001a863736,0.3567692568906605,0.1933527013597352,6.687460317846951,0.6212461181656649,6
5f1f3581b5cf3e103cc545c9,,,5.931310877308429,,1
5f5aa60bef062519ff711fe6,0.3988963038442781,0.1543600619077356,6.474736350394079,0.7577543008338676,7
6001487015e5f62961639e7d,0.405665845676654,0.22326294250811166,6.802912984528518,0.6184363648272503,5
601f6a2231a2904b79df1671,0.4420427350262299,0.24693660658521155,6.220839910463052,0.7283832294571666,12
6073e0d481953bbd2cd61145,0.5129714818024336,0.08768330369917932,6.418767090871792,0.8717396658662458,7
6081806ab383aa89f6c61940,0.3610904426157681,0.16645249438218387,6.313684226851031,0.9442833590799796,7
60a48adfe091e410f4eaba34,0.4804169152891468,0.08272695626848083,6.955126342777838,0.5962315044712825,4
60d731567049e5132e3cc4d4,0.30643664727986103,0.1964310490703266,6.299063857000276,0.8752139873383045,8
610c59ee34cc312d7ca55e45,0.3908917344920375,0.27229602500316497,5.990855299323332,0.6175224818790906,9
61363ce02e6022a741d63a6e,0.29015261656007046,0.20224736474039878,6.8320637951720355,0.6571006388298787,5
629e241d171ec6698e05f149,0.43647730493549364,0.11993315175239466,6.565307262575021,0.7874794850655162,6
63619eb02e5bd8f4f7bd138a,0.3626083027626889,0.1511004632124832,6.282976248048475,0.7842762230506056,10
63e802622f8052bd67d6c5f0,0.375262829992887,0.1391529705211868,6.411855122056632,0.7431277608991261,4
63ea4ab1ce4168cbe9f63775,0.24766305122773413,0.13944567020513696,6.162478850822741,0.7203640668334917,14
654108d38225e168af4b1fa0,0.2670902315194158,0.1594932297736298,6.178042540497021,0.7864529252428772,11
6554de7d91c1b1bf51104fda,0.45814725023179276,0.31445298112847847,6.548415979210355,0.8845712008708193,7
656e3caa43f1f7f0615252ff,0.3909700846226616,0.16600954294057907,6.3831694312886915,0.6840851268977346,9
6596a5cad60ef105b6c18897,0.31060154394419703,0.17570026171536632,6.354288399503777,0.744002965292601,12
65b15afd94153c1f50c92493,0.3099903322075727,0.1480898918979284,6.512271875283052,0.7324337619441582,7
65c25cf77dca9d7ca7d9ebdb,0.49447747174727197,0.0793453183359891,6.650582038651287,0.8546081974055091,5
65cb63e160bb47fbf9349269,0.2779874024225585,0.1786442732169899,6.195402640344791,0.7899454993679951,9
65cc19b4b3d48a22dfc6756d,0.24430281840512724,0.25266268376311357,6.783981272728351,0.7124338460819317,4
65d54b3b524fcafb543d1b23,0.3218902181530602,0.17757602103389172,6.657645966658504,0.6577126034657376,6
65d6a09286a0c99e632a46dd,0.48185111746119985,0.3393574168555895,6.98264083181703,0.6042241386743236,6
65e1f75ab3efd22e847cfbf0,0.3643956241741953,0.19924439209434816,6.203008501089016,0.8441348909896238,8
65e358d9c5e3ee026268b2a7,0.38933045470685884,0.20250937953025014,6.802912984528518,0.6184363648272501,5
65e862f844f1b7a803bb3c5a,0.2738410668752419,0.021542641313415063,6.951780418592089,0.7743770438152446,3
