Key_mic.keys,Key_mic.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,Key_consent1.keys,Key_consent1.rt,Key_consent2.keys,Key_consent2.rt,Ky_consent3.keys,Ky_consent3.rt,Key_ins1.keys,Key_ins1.rt,Key_ins2.keys,Key_ins2.rt,Key_ins3.keys,Key_ins3.rt,Key_ins4.keys,Key_ins4.rt,Key_ins5.keys,Key_ins5.rt,Mic_catpractice.clip,Key_ins6.keys,Key_ins6.rt,Key_ins7.keys,Key_ins7.rt,Mic_cattestresgis.clip,Key_ins9.keys,Key_ins9.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,items,Key_ins10.keys,Key_ins10.rt
space,28.2465,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,space,2.4713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,space,0.8235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,y,4.6536,,,,,,,,,,,,,,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,,,space,6.0456,,,,,,,,,,,,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,,,,,space,10.242,,,,,,,,,,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,space,12.0443,,,,,,,,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,space,6.7812,,,,,,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,,,space,2.5912,,,,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,,,,,recording_Mic_catpractice_ExperimentHandler_undefined,,,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,,,,,,space,2.7913,,,,,,,,,,,,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,,,,,,,,space,6.6626,recording_Mic_cattestresgis_trials_0,space,2.689,0,0,0,5,1,CLOTHING,,
,,654d182c8befb26644fcdee7,65f53b18762a07b50be81492,2024-03-15_22h24.46.774,semantic_fluency_fullB,2023.1.2,Win32,60.24096386,65f3d2e8670f1e0d96344c7d,,,,,,,,,,,,,,,,,,,,space,2.5078,recording_Mic_cattestresgis_trials_1,space,3.2469,0,1,1,1,1,TECHNOLOGY GADGETS & DEVICES,,
