SID,entry,timepoint,evaluation,replacement
65cb63e160bb47fbf9349269,dogs,1.2,FOUND,dogs
65cb63e160bb47fbf9349269,hunts,2.0,REPLACE,huntsman
65cb63e160bb47fbf9349269,rabbits,2.9,REPLACE,rabbit
65cb63e160bb47fbf9349269,turtles,3.7,REPLACE,turtle
65cb63e160bb47fbf9349269,squirrels,5.5,REPLACE,squirrel
65cb63e160bb47fbf9349269,Fortis,6.7,REPLACE,loris
65cb63e160bb47fbf9349269,has,8.0,REPLACE,hyenas
65cb63e160bb47fbf9349269,rats,9.4,REPLACE,rat
65cb63e160bb47fbf9349269,opossums,12.7,REPLACE,opossum
65cb63e160bb47fbf9349269,Birds,15.1,REPLACE,bird
65cb63e160bb47fbf9349269,Chipmunks,16.0,REPLACE,chipmunk
65cb63e160bb47fbf9349269,pigeons,17.6,REPLACE,pigeon
65cb63e160bb47fbf9349269,bald,21.8,EXCLUDE,EXCLUDE
65cb63e160bb47fbf9349269,eagles,22.4,REPLACE,eagle
65cb63e160bb47fbf9349269,lions,26.4,FOUND,lions
65cb63e160bb47fbf9349269,tigers,28.3,REPLACE,tiger
65cb63e160bb47fbf9349269,elephants,28.8,REPLACE,elephant
65cb63e160bb47fbf9349269,giraffes,29.8,REPLACE,giraffe
65cb63e160bb47fbf9349269,rhinosaurus,31.9,REPLACE,brachiosaurus
65cb63e160bb47fbf9349269,snakes,35.3,REPLACE,snake
65cb63e160bb47fbf9349269,Buffalo,44.1,REPLACE,buffalo
65cb63e160bb47fbf9349269,lb,45.0,REPLACE,lab
65cb63e160bb47fbf9349269,chickens,46.1,REPLACE,chicken
65cb63e160bb47fbf9349269,dear,48.4,FOUND,dear
65cb63e160bb47fbf9349269,change,52.4,REPLACE,crane
65cb63e160bb47fbf9349269,horses,54.6,REPLACE,horse
65cb63e160bb47fbf9349269,kangaroos,57.5,REPLACE,kangaroo
65cb63e160bb47fbf9349269,koalas,61.3,REPLACE,koala
65cb63e160bb47fbf9349269,penguins,74.3,REPLACE,penguin
65cb63e160bb47fbf9349269,polar,76.9,FOUND,polar
65cb63e160bb47fbf9349269,bears,77.4,REPLACE,bear
65cb63e160bb47fbf9349269,black,77.9,REPLACE,blackfly
65cb63e160bb47fbf9349269,bears,78.9,REPLACE,bear
65cb63e160bb47fbf9349269,brown,79.1,REPLACE,bronc
65cb63e160bb47fbf9349269,bears,79.9,REPLACE,bear
65cb63e160bb47fbf9349269,orangutans,93.6,REPLACE,orangutan
65cb63e160bb47fbf9349269,monkeys,94.8,FOUND,monkeys
65cb63e160bb47fbf9349269,fish,99.3,FOUND,fish
65cb63e160bb47fbf9349269,whales,99.9,REPLACE,whale
65cb63e160bb47fbf9349269,crowns,100.8,REPLACE,crow
65cb63e160bb47fbf9349269,seahorses,105.8,REPLACE,seahorse
65cb63e160bb47fbf9349269,dolphins,106.9,REPLACE,dolphin
65cb63e160bb47fbf9349269,memories,111.8,REPLACE,loris
65cb63e160bb47fbf9349269,jellyfish,115.8,FOUND,jellyfish
65d6a09286a0c99e632a46dd,Birds,0.5,REPLACE,bird
65d6a09286a0c99e632a46dd,cats,4.3,REPLACE,cat
65d6a09286a0c99e632a46dd,dogs,5.2,FOUND,dogs
65d6a09286a0c99e632a46dd,lizards,5.8,REPLACE,lizard
65d6a09286a0c99e632a46dd,frogs,8.2,REPLACE,frog
65d6a09286a0c99e632a46dd,fish,12.3,FOUND,fish
65d6a09286a0c99e632a46dd,tigers,15.7,REPLACE,tiger
65d6a09286a0c99e632a46dd,lions,16.6,FOUND,lions
65d6a09286a0c99e632a46dd,elephants,19.0,REPLACE,elephant
65d6a09286a0c99e632a46dd,monkeys,20.9,FOUND,monkeys
65d6a09286a0c99e632a46dd,pandas,28.1,REPLACE,panda
65d6a09286a0c99e632a46dd,horse,29.6,FOUND,horse
65d6a09286a0c99e632a46dd,snake,31.8,FOUND,snake
65d6a09286a0c99e632a46dd,dear,36.0,FOUND,dear
65d6a09286a0c99e632a46dd,pandas,38.2,REPLACE,panda
65d6a09286a0c99e632a46dd,raccoons,40.7,REPLACE,raccoon
65d6a09286a0c99e632a46dd,Jaguars,44.7,REPLACE,jaguar
65d6a09286a0c99e632a46dd,cougar,51.7,FOUND,cougar
65d6a09286a0c99e632a46dd,hamster,52.6,FOUND,hamster
65d6a09286a0c99e632a46dd,camel,55.4,FOUND,camel
65d6a09286a0c99e632a46dd,bear,64.8,FOUND,bear
65d6a09286a0c99e632a46dd,hyena,74.3,FOUND,hyena
65d6a09286a0c99e632a46dd,there's a,76.3,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,badger,76.9,FOUND,badger
65d6a09286a0c99e632a46dd,there's a,77.4,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,wolverine,79.9,FOUND,wolverine
65d6a09286a0c99e632a46dd,a,82.4,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,porcupine,83.1,FOUND,porcupine
65d6a09286a0c99e632a46dd,Chipmunks,90.7,REPLACE,chipmunk
65d6a09286a0c99e632a46dd,sorority,93.8,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,zebra,96.5,FOUND,zebra
65d6a09286a0c99e632a46dd,a,100.4,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,hippo,100.7,FOUND,hippo
65d6a09286a0c99e632a46dd,giraffe,107.0,FOUND,giraffe
65d6a09286a0c99e632a46dd,Fox,112.1,REPLACE,ox
65d6a09286a0c99e632a46dd,a,113.2,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,gator,113.9,FOUND,gator
600f9342e7bc5518fa9ca92a,dog,15.5,FOUND,dog
600f9342e7bc5518fa9ca92a,cat,16.5,FOUND,cat
600f9342e7bc5518fa9ca92a,horse,19.2,FOUND,horse
600f9342e7bc5518fa9ca92a,Bayer,20.8,REPLACE,adder
600f9342e7bc5518fa9ca92a,hiring,21.3,REPLACE,whiting
600f9342e7bc5518fa9ca92a,lion,24.5,FOUND,lion
600f9342e7bc5518fa9ca92a,Snake,26.4,REPLACE,snake
600f9342e7bc5518fa9ca92a,Bird,27.4,REPLACE,bird
600f9342e7bc5518fa9ca92a,betta,30.9,FOUND,betta
600f9342e7bc5518fa9ca92a,fish,31.8,FOUND,fish
600f9342e7bc5518fa9ca92a,drop,34.4,REPLACE,dragon
600f9342e7bc5518fa9ca92a,rod,35.1,REPLACE,scrod
600f9342e7bc5518fa9ca92a,turtle,37.0,FOUND,turtle
600f9342e7bc5518fa9ca92a,jellyfish,39.3,FOUND,jellyfish
600f9342e7bc5518fa9ca92a,Rooster,43.1,REPLACE,rooster
600f9342e7bc5518fa9ca92a,Chicken,44.2,REPLACE,chicken
600f9342e7bc5518fa9ca92a,cow,44.6,FOUND,cow
65e1f75ab3efd22e847cfbf0,dog,1.5,FOUND,dog
65e1f75ab3efd22e847cfbf0,cat,2.3,FOUND,cat
65e1f75ab3efd22e847cfbf0,elephant,3.0,FOUND,elephant
65e1f75ab3efd22e847cfbf0,bird,4.1,FOUND,bird
65e1f75ab3efd22e847cfbf0,squirrel,5.8,FOUND,squirrel
65e1f75ab3efd22e847cfbf0,lion,8.4,FOUND,lion
65e1f75ab3efd22e847cfbf0,tiger,9.2,FOUND,tiger
65e1f75ab3efd22e847cfbf0,monkey,14.1,FOUND,monkey
65e1f75ab3efd22e847cfbf0,wolf,18.1,FOUND,wolf
65e1f75ab3efd22e847cfbf0,coyote,18.7,FOUND,coyote
65e1f75ab3efd22e847cfbf0,go,20.0,REPLACE,goby
65e1f75ab3efd22e847cfbf0,chicken,20.8,FOUND,chicken
