SID,entry,evaluation,replacement
63e802622f8052bd67d6c5f0,Apple,REPLACE,apple
63e802622f8052bd67d6c5f0,orange,FOUND,orange
63e802622f8052bd67d6c5f0,pear,FOUND,pear
63e802622f8052bd67d6c5f0,grape,FOUND,grape
63e802622f8052bd67d6c5f0,blueberry,FOUND,blueberry
63e802622f8052bd67d6c5f0,raspberry,FOUND,raspberry
63e802622f8052bd67d6c5f0,strawberry,FOUND,strawberry
63e802622f8052bd67d6c5f0,BlackBerry,REPLACE,blackberry
63e802622f8052bd67d6c5f0,banana,FOUND,banana
63e802622f8052bd67d6c5f0,mango,FOUND,mango
63e802622f8052bd67d6c5f0,dragon,REPLACE,durian
63e802622f8052bd67d6c5f0,fruit,REPLACE,starfruit
63e802622f8052bd67d6c5f0,cantaloupe,FOUND,cantaloupe
63e802622f8052bd67d6c5f0,honeydew,FOUND,honeydew
63e802622f8052bd67d6c5f0,watermelon,FOUND,watermelon
63e802622f8052bd67d6c5f0,plum,FOUND,plum
63e802622f8052bd67d6c5f0,kiwi,FOUND,kiwi
5d7ff4aa50fda7001a863736,strawberry,FOUND,strawberry
5d7ff4aa50fda7001a863736,Apple,REPLACE,apple
5d7ff4aa50fda7001a863736,orange,FOUND,orange
5d7ff4aa50fda7001a863736,shifts,EXCLUDE,EXCLUDE
5d7ff4aa50fda7001a863736,banana,FOUND,banana
5d7ff4aa50fda7001a863736,grapes,REPLACE,grape
5d7ff4aa50fda7001a863736,kiwi,FOUND,kiwi
5d7ff4aa50fda7001a863736,pineapple,FOUND,pineapple
5d7ff4aa50fda7001a863736,mango,FOUND,mango
5d7ff4aa50fda7001a863736,lemon,FOUND,lemon
5d7ff4aa50fda7001a863736,Paris,EXCLUDE,EXCLUDE
5d7ff4aa50fda7001a863736,cherry,FOUND,cherry
5d7ff4aa50fda7001a863736,blueberry,FOUND,blueberry
5d7ff4aa50fda7001a863736,kiwiz,REPLACE,kiwi
5d7ff4aa50fda7001a863736,who,EXCLUDE,EXCLUDE
5d7ff4aa50fda7001a863736,grapefruit,FOUND,grapefruit
5d7ff4aa50fda7001a863736,cantaloupe,FOUND,cantaloupe
5d7ff4aa50fda7001a863736,peaches,REPLACE,peach
5d7ff4aa50fda7001a863736,watermelon,FOUND,watermelon
5d7ff4aa50fda7001a863736,honeydew,FOUND,honeydew
5d7ff4aa50fda7001a863736,lemon,FOUND,lemon
5d7ff4aa50fda7001a863736,papaya,FOUND,papaya
5d7ff4aa50fda7001a863736,cranberry,FOUND,cranberry
63ea4ab1ce4168cbe9f63775,Apple,REPLACE,apple
63ea4ab1ce4168cbe9f63775,hair,REPLACE,kuchai
63ea4ab1ce4168cbe9f63775,Orange,REPLACE,orange
63ea4ab1ce4168cbe9f63775,rape,REPLACE,grape
63ea4ab1ce4168cbe9f63775,blueberry,FOUND,blueberry
63ea4ab1ce4168cbe9f63775,blackberry,FOUND,blackberry
63ea4ab1ce4168cbe9f63775,Clementine,REPLACE,clementine
63ea4ab1ce4168cbe9f63775,nectarine,FOUND,nectarine
63ea4ab1ce4168cbe9f63775,watermelon,FOUND,watermelon
63ea4ab1ce4168cbe9f63775,kiwi,FOUND,kiwi
63ea4ab1ce4168cbe9f63775,avocado,FOUND,avocado
63ea4ab1ce4168cbe9f63775,tomato,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,apricot,FOUND,apricot
63ea4ab1ce4168cbe9f63775,date,FOUND,date
63ea4ab1ce4168cbe9f63775,fig,FOUND,fig
63ea4ab1ce4168cbe9f63775,lemon,FOUND,lemon
63ea4ab1ce4168cbe9f63775,strawberry,FOUND,strawberry
63ea4ab1ce4168cbe9f63775,lum,REPLACE,plum
63ea4ab1ce4168cbe9f63775,zucchini,FOUND,zucchini
63ea4ab1ce4168cbe9f63775,pineapple,FOUND,pineapple
63ea4ab1ce4168cbe9f63775,mango,FOUND,mango
63ea4ab1ce4168cbe9f63775,honeydew,FOUND,honeydew
63ea4ab1ce4168cbe9f63775,guava,FOUND,guava
63ea4ab1ce4168cbe9f63775,Sherry,REPLACE,cherry
63ea4ab1ce4168cbe9f63775,banana,FOUND,banana
63ea4ab1ce4168cbe9f63775,jackfruit,FOUND,jackfruit
63ea4ab1ce4168cbe9f63775,dragon,REPLACE,durian
63ea4ab1ce4168cbe9f63775,fruit,REPLACE,starfruit
63ea4ab1ce4168cbe9f63775,coconut,FOUND,coconut
63ea4ab1ce4168cbe9f63775,kumquat,FOUND,kumquat
63ea4ab1ce4168cbe9f63775,passion,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,fruit,REPLACE,starfruit
63ea4ab1ce4168cbe9f63775,lime,FOUND,lime
63ea4ab1ce4168cbe9f63775,cranberry,FOUND,cranberry
63ea4ab1ce4168cbe9f63775,raspberry,FOUND,raspberry
63ea4ab1ce4168cbe9f63775,Pia,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,star,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,fruit,REPLACE,starfruit
63ea4ab1ce4168cbe9f63775,pomegranate,FOUND,pomegranate
63ea4ab1ce4168cbe9f63775,acai,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,berry,REPLACE,yumberry
65cc19b4b3d48a22dfc6756d,Amita,EXCLUDE,EXCLUDE
65cc19b4b3d48a22dfc6756d,orange,FOUND,orange
65cc19b4b3d48a22dfc6756d,cherries,REPLACE,cherry
65cc19b4b3d48a22dfc6756d,strawberries,REPLACE,strawberry
65cc19b4b3d48a22dfc6756d,blueberries,REPLACE,blueberry
65cc19b4b3d48a22dfc6756d,blackberries,REPLACE,blackberry
65cc19b4b3d48a22dfc6756d,and,REPLACE,karonda
65cc19b4b3d48a22dfc6756d,raspberries,REPLACE,raspberry
65cc19b4b3d48a22dfc6756d,and Anna,EXCLUDE,EXCLUDE
65cc19b4b3d48a22dfc6756d,this game,EXCLUDE,EXCLUDE
65cc19b4b3d48a22dfc6756d,pomegranate,FOUND,pomegranate
65cc19b4b3d48a22dfc6756d,pineapples,REPLACE,pineapple
65cc19b4b3d48a22dfc6756d,Brian,REPLACE,durian
65cc19b4b3d48a22dfc6756d,custard,EXCLUDE,EXCLUDE
65cc19b4b3d48a22dfc6756d,apple,FOUND,apple
65cc19b4b3d48a22dfc6756d,kumquat,FOUND,kumquat
65cc19b4b3d48a22dfc6756d,woman's,EXCLUDE,EXCLUDE
65cc19b4b3d48a22dfc6756d,line,REPLACE,lime
65cc19b4b3d48a22dfc6756d,grapes,REPLACE,grape
65e862f844f1b7a803bb3c5a,Orange,REPLACE,orange
65e862f844f1b7a803bb3c5a,mango,FOUND,mango
65e862f844f1b7a803bb3c5a,Abu,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,apricot,FOUND,apricot
65e862f844f1b7a803bb3c5a,blueberry,FOUND,blueberry
65e862f844f1b7a803bb3c5a,avocado,FOUND,avocado
65e862f844f1b7a803bb3c5a,grape,FOUND,grape
65e862f844f1b7a803bb3c5a,banana,FOUND,banana
65e862f844f1b7a803bb3c5a,Blackberry,REPLACE,blackberry
65e862f844f1b7a803bb3c5a,black,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,boy,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,black,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,currants,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,watermelon,FOUND,watermelon
65e862f844f1b7a803bb3c5a,strawberry,FOUND,strawberry
65e862f844f1b7a803bb3c5a,cherimoya,REPLACE,chirimoya
65e862f844f1b7a803bb3c5a,open,REPLACE,pepino
65e862f844f1b7a803bb3c5a,odds,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,lemon,FOUND,lemon
65e862f844f1b7a803bb3c5a,G,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,line,REPLACE,lime
65e862f844f1b7a803bb3c5a,Tyree,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,papaya,FOUND,papaya
65e862f844f1b7a803bb3c5a,tangerine,FOUND,tangerine
65e862f844f1b7a803bb3c5a,Mandarin,REPLACE,tamarind
65e862f844f1b7a803bb3c5a,avocado,FOUND,avocado
65e862f844f1b7a803bb3c5a,golden,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,melon,REPLACE,pomelo
65e862f844f1b7a803bb3c5a,kiwi,FOUND,kiwi
65b15afd94153c1f50c92493,mango,FOUND,mango
65b15afd94153c1f50c92493,banana,FOUND,banana
65b15afd94153c1f50c92493,apple,FOUND,apple
65b15afd94153c1f50c92493,pomegranate,FOUND,pomegranate
65b15afd94153c1f50c92493,papaya,FOUND,papaya
65b15afd94153c1f50c92493,Christian,EXCLUDE,EXCLUDE
65b15afd94153c1f50c92493,men,REPLACE,melinjo
65b15afd94153c1f50c92493,guava,FOUND,guava
65b15afd94153c1f50c92493,Siri,EXCLUDE,EXCLUDE
65b15afd94153c1f50c92493,coconut,FOUND,coconut
65b15afd94153c1f50c92493,pineapple,FOUND,pineapple
65b15afd94153c1f50c92493,passion,EXCLUDE,EXCLUDE
65b15afd94153c1f50c92493,fruit,REPLACE,starfruit
65b15afd94153c1f50c92493,lime,FOUND,lime
65b15afd94153c1f50c92493,strawberry,FOUND,strawberry
65b15afd94153c1f50c92493,pear,FOUND,pear
65b15afd94153c1f50c92493,apricot,FOUND,apricot
65b15afd94153c1f50c92493,avocado,FOUND,avocado
65b15afd94153c1f50c92493,Huey,EXCLUDE,EXCLUDE
65b15afd94153c1f50c92493,orange,FOUND,orange
65b15afd94153c1f50c92493,Peach,REPLACE,peach
65b15afd94153c1f50c92493,grape,FOUND,grape
65b15afd94153c1f50c92493,watermelon,FOUND,watermelon
65b15afd94153c1f50c92493,dragon,REPLACE,durian
65b15afd94153c1f50c92493,fruit,REPLACE,starfruit
65b15afd94153c1f50c92493,blueberry,FOUND,blueberry
65b15afd94153c1f50c92493,grapefruit,FOUND,grapefruit
65b15afd94153c1f50c92493,Blackberry,REPLACE,blackberry
65b15afd94153c1f50c92493,kumquat,FOUND,kumquat
65b15afd94153c1f50c92493,cranberry,FOUND,cranberry
65b15afd94153c1f50c92493,grapes,REPLACE,grape
65b15afd94153c1f50c92493,lemon,FOUND,lemon
65b15afd94153c1f50c92493,plum,FOUND,plum
65b15afd94153c1f50c92493,Meadowlands,EXCLUDE,EXCLUDE
65b15afd94153c1f50c92493,tangerine,FOUND,tangerine
65d6a09286a0c99e632a46dd,fruits,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,apples,REPLACE,apple
65d6a09286a0c99e632a46dd,oranges,REPLACE,orange
65d6a09286a0c99e632a46dd,grapes,REPLACE,grape
65d6a09286a0c99e632a46dd,pears,REPLACE,pear
65d6a09286a0c99e632a46dd,pineapple,FOUND,pineapple
65d6a09286a0c99e632a46dd,star,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,fruit,REPLACE,starfruit
65d6a09286a0c99e632a46dd,kiwi,FOUND,kiwi
65d6a09286a0c99e632a46dd,lemon,FOUND,lemon
65d6a09286a0c99e632a46dd,lime,FOUND,lime
65d6a09286a0c99e632a46dd,watermelon,FOUND,watermelon
65d6a09286a0c99e632a46dd,cantaloupe,FOUND,cantaloupe
65d6a09286a0c99e632a46dd,fairies,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,apricots,REPLACE,apricot
65d6a09286a0c99e632a46dd,tangerine,FOUND,tangerine
65d6a09286a0c99e632a46dd,orange,FOUND,orange
65d6a09286a0c99e632a46dd,cherries,REPLACE,cherry
65d6a09286a0c99e632a46dd,strawberries,REPLACE,strawberry
65d6a09286a0c99e632a46dd,are you,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,sad,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,berries,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,fruits,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,fruits,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,fruits,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,call,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,dragon,REPLACE,durian
65d6a09286a0c99e632a46dd,fruit,REPLACE,starfruit
65d6a09286a0c99e632a46dd,a banana,REPLACE,banana
65d6a09286a0c99e632a46dd,cranberry,FOUND,cranberry
65d6a09286a0c99e632a46dd,I don't know if,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,you consider,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,a,EXCLUDE,EXCLUDE
65d6a09286a0c99e632a46dd,coconut,FOUND,coconut
65d6a09286a0c99e632a46dd,a fruit,REPLACE,gac fruit
65d6a09286a0c99e632a46dd,pomegranate,FOUND,pomegranate
65d6a09286a0c99e632a46dd,mango,FOUND,mango
65d6a09286a0c99e632a46dd,maybe,REPLACE,bayberry
65d6a09286a0c99e632a46dd,already said,EXCLUDE,EXCLUDE
