Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,#_of_Items
5c1942e200849900010afdcd,0.3868668404336147,0.1606748593294809,5.994571170358057,1.0259562617067013,18
5c4a428161c51f0001e96b3f,0.3862318898272036,0.1273665954211478,6.347599814746564,0.9010034160809293,15
5d3cc9010e510a00013df6f6,0.4227853899624198,0.1703490507109079,6.317836909194758,0.8334373119802403,16
5e7fefe06c12706d47e35211,0.3623374962285249,0.11352741346083584,5.830567517637976,1.2046402695960023,19
5e8a76b3939b3072dc76fb5c,0.35393474321685575,0.13715889218085653,6.043189775355882,1.0597854594518161,12
5f6c102b6ec04317fc9a8127,0.4102833401566628,0.1584702877075698,6.2293521114865715,0.7689136768779343,10
5fc6df58f380620a09116434,0.39645320060037437,0.17619398364059605,5.79036415567547,1.153884517792301,27
60da4f9aa1ced7efeecca18a,0.47162671620306557,0.2611404890287088,6.10037801398962,1.020502882506535,22
60fcf1a04c245326d05076e0,0.4025847553592325,0.11765005940788507,5.969273377915763,1.192482622829524,16
61035836646fb6ee2152f950,0.41298838805993543,0.1093961761826176,6.02701233951606,0.8662315061303333,12
612e6569f68929afb886fb5c,0.46517688074751584,0.2536617388530463,6.084817321261697,0.9619052376491642,26
65512e3cc12f463bc327b7c3,0.34841455404973876,0.0921547311834433,5.943269350705086,1.4164513687721667,12
65778c02cde55736bb830eca,0.37200471870536267,0.215643805517617,6.175343553204679,0.7950284112102805,15
6595e3b4dc9090390e4edb5f,0.424574339927761,0.16752544141098158,6.03757938954231,0.8608138694441662,22
65c10fdabd93bdc59f95835b,0.46358986859622886,0.2119734725814874,6.065967787540589,0.8117632798966027,23
65c18079d4f634d2c8a0728c,0.37748960214421723,0.14885576229570285,5.929963093081273,1.0355027440422073,16
65cb586172a8853f26cc8eec,0.5091341309477266,0.26999825144610273,5.587694882517149,1.1283265486501777,15
65cbcaaab9e2fae86452af73,0.4155815959261921,0.16500719449819704,5.736521562598359,0.8456399952200782,27
65cc2139907d390e13480a97,0.3457989468936939,0.1271413988180239,5.944575878418585,1.0431544828747024,13
65d26dcd13d9c8026aa92c4a,0.41255199279111193,0.22799167207749432,5.515979571222436,1.2381015301450096,23
65d6af2397543519d98f2498,0.3687667064099291,0.06654226488558099,5.914063746868674,0.9671735366427955,22
65e63b7fc845c96c2c2520bc,0.41199890740058376,0.17324148345194074,6.1948318760926275,0.8436717184356224,28
65eeceee847314e8232923c9,0.362884500686517,0.11281449212304549,5.800087646025847,0.5575032105055399,6
65ef726771fe85fd222416d1,0.4339107586876068,0.18924915767170256,5.885395952226848,0.8679852904821335,16
65f1ec7ae5a09035345db62e,0.42484279824915927,0.20009918818578348,5.979419083058147,0.7628712556227318,33
65f36565fe88b95d6806e496,0.39574188653217324,0.13331383681000786,6.400336923035938,0.7282771173065964,22
65f3d5016e5acb0fd67df6ee,0.4229156743996209,0.1803464595904797,5.705859208464746,0.623149726484284,8
